correct,incorrect
কাকবন্ধ্যা,কাক বন্ধ্যা
কাকলি,কাকলী
কাকাতুয়া,কাকাতােয়া
কাকুতিমিনতি,কাকুতি মিনতী
কাঙাল,কাঙ্গাল
কাঙালি,কাঙালী
কাঙালিনি,কাঙালিনী
কাঙালিভোজ,কাঙালি ভোজ
কাঙ্ক্ষিত,কাঙ্খিত
কাচ,কাঁচ
কাচা (ধোয়া),কাঁচা
কাছারি,কাছারী
কাছিম,কাছীম
কাজলকালো,কাজলকাল
কাজি,কাজী
কাঞ্চনজঙ্ঘা,কাঞ্চন জঙ্ঘা
কাঞ্জিভরম,কাঞ্জীভরম
কাটছাঁট,কাটছাট
কাটতি,কাটতী
কাটমোল্লা,কাঠমোল্লা
কাটা (‘কর্তন করা’ ইত্যাদি অর্থে),কাঁটা
কাটারি,কাটারী
কাটারিভােগ,কাটারীভােগ
কাঠকয়লা,কাঠ কয়লা
কাঠখোট্টা,কাটখোট্টা
কাঠখোদাই,কাঠ খোদাই
কাঠগােলাপ,কাঠ গােলাপ
কাঠঠােকরা,কাঠ ঠােকরা
কাঠপিঁপড়া,কাঠ পিঁপড়া
কাঠবিড়াল,কাঠ বিড়াল
কাঠবিড়ালি,কাঠবিড়ালী
কাঠমিস্ত্রি,কাঠমিস্ত্রী
কাঠামো,কাঠাম
কাঠি,কাঠী
কাঠিন্য,কাঠিণ্য
কাঠুরিয়া,কাঠুরীয়া
কাণ্ড,কান্ড
কাণ্ডজ্ঞান,কান্ডজ্ঞান
কাতলা,কাৎলা
কাতান,কাতাণ
কাদাখোঁচা,কাঁদাখোঁচা
কান্ডারি,কাণ্ডারি
কানপাকা,কান পাকা
কানফাটা,কান ফাটা
কানাঘুষা,কানাঘুসা
কানাড়ি,কানাড়ী
কানামাছি (দেশীয় খেলাবিশেষ),কানা মাছি
কানুন,কাণুন
কানুনগাে,কাণুনগাে
কাপড়চোপড়,কাপড় চোপড়
কাফ্‌তান,কাপতান
কাফন,কাফণ
কাফি,কাফী
কাফের,ক্বাফের
কাফেলা,ক্বাফেলা
কাফ্‌ফারা,কাফফারা
কাফ্রি,কাফ্রী
কাবলি,কাবলী
কাবা,কা’বা
কাবাডি,কাবাডী
কাবাব,কাবাব্‌
কাবাশরিফ,কাবা শরীফ
কাবিন,কাবীন
কাবিননামা,কাবিন নামা
কাবুলিওয়ালা,কাবুলীঅলা
কাব্যগ্রন্থ,কাব্য গ্রন্থ
কামরা (কক্ষ),কামড়া
কামারাঙা,কামারাঙ্গা
কামারশালা,কামার শালা
কামিজ,কামীজ
কামিন,কামীন
কামিনী,কামিনি
কামেল,কামিল
কাম্য,কাম্ম
কায়দাকানুন,কায়দা কানুন
কায়মনোবাক্যে,কায়মনবাক্যে
কায়স্থ,কায়স্ত
কায়েমি,কায়েমী
কারও,কারাে
কারখানা,কার খানা
কারচুপি,কারচুবি
কারণ,কারন
কারফিউ,"কার্ফিউ , কারফু"
কারবারি,কারবারী
কারবালা,কারবা’লা
কারসাজি,কারসাজী
কারাদণ্ড,কারাদন্ড
কারাধ্যক্ষ,কারাধ্যাক্ষ
কারাপরিদর্শক,কারা পরিদর্শক
কারাবরণ,কারাবরন
কারাবাস,কারাবাশ
কারাবন্দি,কারাবন্দী
কারামুক্ত,কারা-মুক্ত
কারারক্ষী,কারারক্ষি
কারারুদ্ধ,কারারুব্ধ
কারি (তরকারিবিশেষ),কারী
কারি (শুদ্ধ উচ্চারণে কােরান পাঠকারী),ক্বারী
কারিগরি,কারিগরী
কারিগরি শিক্ষা,কারিগরিশিক্ষা
কারুকার্য,কারুকার্য্য
কারুপণ্য,কারুপন্য
কারুশিল্পী,কারু শিল্পী
কারেন্ট,কারেণ্ট
কারেন্সি,কারেন্‌সি
কার্টুন,কার্টুণ
কার্ট্রিজ,কাটির্জ
কার্ড,কার্‌ড
কার্ডিয়োলজিস্ট,কার্ডিয়লজিষ্ট
কার্তিক,কার্তীক
কার্তুজ,কার্তূজ
কার্নিভ্যাল,কার্নিভাল
কার্নিশ,কার্নিস
কার্পণ্য,কার্পন্য
কার্পাস,কার্পাশ
কার্পেট,কারপেট
কার্ফিউ,কারফিউ
কার্বন ডাইঅক্সাইড,কার্বণ ডাইঅক্সাইড
কার্বন পেপার,কার্বনপেপার
কার্বন মনোক্সাইড,কার্বন মনোক্সাইড
কার্বুরেটর,কারবুরেটর
কার্বলিক,কার্বলীক
কার্যকর (উপযোগী),কার্য  করী
কার্যকরতা,কার্যকরিতা
কার্যকরী	(‘কার্যকরী সদস্য’),কার্যকর
কার্যকলাপ,কার্য কলাপ
কার্যকারিতা,কার্যকরতা
কার্যকাল,কার্যকাল
কার্যক্রম,কার্য ক্রম
কার্যত,কার্যতঃ
কার্যনির্বাহী,কার্যনির্বাহি
কার্যপদ্ধতি,কার্য পদ্ধতি
কার্যপ্রণালি,কার্যপ্রণালী
কার্যবণ্টন,কার্যবন্টন
কার্যবিবরণী,কার্যবিবরণি
কার্যভার,কার্য ভার
কার্যসম্পাদন,কার্য সম্পাদন
কার্যসূচি,কার্যসূচী
কার্যাদেশ,কার্যদেশ
কার্যালয়,কার্য্যালয়
কার্ল মার্কস,কার্ল মার্ক্স
"কাল (সময়, আগামীদিন ইত্যাদি অর্থে)",কালাে
কালক্রমে,কাল ক্রমে
কালক্ষেপণ,কালক্ষেপন
কালপুরুষ,কাল পুরুষ
কালবাউশ,কালবাউস
কালবৈশাখি,কালবৈশাখী
কালরাত্রি,কালরাত্রী
কালশিটা,কালশীটা
কালাকানুন,কালাকাণুন
কালাজ্বর,কালােজ্বর
কালানুক্রমিক,কালাণুক্রমিক
কালাপানি,কালাপাণি
কালি (লেখার কালি),কালী
কালিজিরা,কালীজিরা
কালিমালিপ্ত,কালিমা লিপ্ত
কালিয়া,কালীয়া
কালী (দেবী কালী),কালি
-কালীন,-কালিন
কালেক্টরেট,কালেকটরেট
কালাে (রং),কাল
কালোজাম,কালজাম
কালোটাকা,কালো টাকা
কালোবাজার,কালো বাজার
কালোবাজারি,কালোবাজারী
কাশফুল,কাশ ফুল
কাশবন,কাশ বন
কাশীবাসী,কাশিবাসি
কাশ্মীর,কাশ্মির
কাশ্মীরি,কাশ্মীরী
কাসুন্দি,কাসুন্দী
কাস্টমস,কাষ্টম্স
কাস্তে,কাসতে
কাহিনি,কাহিনী
কিংকর্তব্যবিমূঢ়,কিংকর্তব্যবিমুঢ়
কিংবদন্তি,কিংবদন্তী
কিডনি,কিডনী
কিন্ডারগার্টেন,কিণ্ডারগার্ডেন
কিরণ,কিরন
কিরিচ,কিরীচ
কিরীট,কিরিট
কিলোওয়াট,কিলো ওয়াট
কিলোগ্রাম,কিলো গ্রাম
কিশমিশ,কিসমিস
কিশলয়,কিসলয়
কিশোরসাহিত্য,কিশোর সাহিত্য
কিষানি,কিষাণী
কিস্তি,কিস্‌তি
কীজন্য,কিজন্য
কীট (ক্ষুদ্র অমেরুদণ্ডী প্রাণীপ্রজাতি),কিট
